name,Gcn4DBD_Gcn4AD_dGcn4_deletions_tef_3,Gcn4DBD_Gcn4AD_dGcn4_deletions_tef_2,Gcn4DBD_Gcn4AD_dGcn4_deletions_tef_1,Gcn4DBD_Gal4AD_dGcn4_deletions_tef_3,Gcn4DBD_Gal4AD_dGcn4_deletions_tef_2,Gcn4DBD_Gal4AD_dGcn4_deletions_tef_1,Gcn4_PIP2_12_27271508_2,Gcn4_PIP2_12_27271508_1
RRN6,840.0743411593583,1404.836507959101,1084.1056347985382,674.5854852885443,836.0586332031229,581.0964027310202,607.221795579094,333.2452084893106
ACH1,1018.928878309415,1107.840870370432,1056.2454666992903,561.976109305192,763.809069818591,653.5259186428511,2357.3773628003764,1044.1683199331733
FUS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEP1,1096.258302109683,1278.7648903704412,1032.5096135150366,870.2241991106519,1032.9827480377928,904.6944620018572,1129.0321737580516,1323.856262772416
POP8,3606.294207084696,4464.934416947499,3519.169899193172,2996.8564286641927,3775.9956867514984,3032.459281581411,5516.06978831708,7317.088605592312
RFT1,1615.4892601872618,2400.3218858026025,1669.6543784021608,1216.0113720150025,1997.2623769323234,1481.0480926223524,1632.1566237379243,1919.4270587006858
HAP3,1615.4892601872618,2400.3218858026025,1669.6543784021608,1216.0113720150025,1997.2623769323234,1481.0480926223524,1632.1566237379243,1919.4270587006858
PIM1,2699.607761825216,3973.777035024376,2814.3325922271843,2696.373042294136,3798.539736296619,2504.793937043699,3141.8820052747715,3121.155304148072
MCM2,1177.7003302377657,1355.713941823177,1106.4086815338965,971.8628619654636,1463.368589780075,880.7656948928222,1102.6823614836374,1668.762155144341
NCL1,2143.661887191314,2459.9301216099357,1875.1947003832986,1664.3316434940464,1876.7341721185373,1034.93498104506,1757.4246799164773,1541.5870865155116
RRN10,867.2789577049981,952.6569352212665,1007.4653637544782,776.760055837364,1159.2667308319758,896.6577517821798,441.3459823200339,609.4367626069104
LSM2,1037.1240368506546,1044.5356777778359,961.3020539622754,694.082433507532,674.08451041219,641.3332709069768,784.0501206653136,745.8345142379808
RPL19B,1048.823487904785,1297.943741617429,1335.4343433547083,738.266769046607,1162.5667384777153,973.0069573835613,1060.8646603084915,1184.2145640267743
YBL028C,1048.823487904785,1297.943741617429,1335.4343433547083,738.266769046607,1162.5667384777153,973.0069573835613,1060.8646603084915,1184.2145640267743
YBL029W,466.2509376192636,595.0688103704034,387.6856020094773,463.4205975986845,522.2429483398196,465.7591435103901,1097.670168931439,1286.564537060517
PET9,310.6490482650656,247.68799947306402,326.4483872902103,184.9727213311896,235.67426485733773,173.47263038845247,475.95454479411995,530.5733332993766
SHE1,1751.2840095943072,2056.429615625114,1886.5058312068315,1431.1518455253492,1690.9628503513982,1034.850976582313,1417.8239682031085,1468.3616999060246
HEK2,1240.1888722684507,2173.876424877829,1347.2709118735204,1175.0697301016758,1883.9118907778377,1122.6437915295385,1913.2795397367402,1794.2245389687273
RIB1,1240.1888722684507,2173.876424877829,1347.2709118735204,1175.0697301016758,1883.9118907778377,1122.6437915295385,1913.2795397367402,1794.2245389687273
STU1,1422.7065455118166,2089.9693015498933,1325.6726512482126,1030.616713635276,902.3037161618403,1053.2372299499743,1531.0293136395956,833.1130212232764
POL12,566.0715990607861,886.2726962963455,615.3739714436148,163.09422741029618,536.813603286158,265.52877291459123,243.92670420698647,580.0935110739852
YBL036C,1495.3614525422927,1573.7552551056604,1526.9326113857917,1008.2881442234667,963.2543161770315,821.5793474360015,889.0786415021001,1463.787364392299
APL3,1166.288505332361,1590.9110173342829,1440.9410872029991,742.4580236178019,983.1179362508127,1260.3795159525653,1531.632793857822,910.611906918465
MRPL16,354.83227067226693,402.851225589248,316.71006448197767,275.49054248777304,264.4712180412744,355.41031816594847,493.5760290405297,344.4836832624105
URA7,354.83227067226693,402.851225589248,316.71006448197767,275.49054248777304,264.4712180412744,355.41031816594847,493.5760290405297,344.4836832624105
ERD2,565.7124165740724,843.5336576424609,674.7247605676183,320.3932284659118,686.6854214624967,450.57094171148907,872.9356673397232,662.5433502114042
PRE7,423.03743608381967,444.7189779629877,332.301944579552,509.552964780454,607.3662482894817,529.1609117369353,1704.0022622459483,1659.4817941795072
FUI1,413.9398568131998,422.56216055557906,322.4120057527796,530.5222225903492,692.489548239144,560.861795850208,1813.7692791390925,1790.0028341711543
